"Losses_1","Losses_2","Losses_3","Losses_4","Losses_5","Losses_6","Losses_7","Losses_8","Losses_9","Losses_10","Losses_11","Losses_12","Losses_13","Losses_14","Losses_15","Losses_16","Losses_17","Losses_18","Losses_19","Losses_20","Losses_21","Losses_22","Losses_23","Losses_24","Losses_25","Losses_26","Losses_27","Losses_28","Losses_29","Losses_30","Losses_31","Losses_32","Losses_33","Losses_34","Losses_35","Losses_36","Losses_37","Losses_38","Losses_39","Losses_40","Losses_41","Losses_42","Losses_43","Losses_44","Losses_45","Losses_46","Losses_47","Losses_48","Losses_49","Losses_50","Losses_51","Losses_52","Losses_53","Losses_54","Losses_55","Losses_56","Losses_57","Losses_58","Losses_59","Losses_60","Losses_61","Losses_62","Losses_63","Losses_64","Losses_65","Losses_66","Losses_67","Losses_68","Losses_69","Losses_70","Losses_71","Losses_72","Losses_73","Losses_74","Losses_75","Losses_76","Losses_77","Losses_78","Losses_79","Losses_80","Losses_81","Losses_82","Losses_83","Losses_84","Losses_85","Losses_86","Losses_87","Losses_88","Losses_89","Losses_90","Losses_91","Losses_92","Losses_93","Losses_94","Losses_95","Losses_96","Losses_97","Losses_98","Losses_99","Losses_100"
"Subj_281",0,0,0,0,-250,0,0,-50,0,0,0,-300,0,0,-50,-1250,0,-50,-250,-350,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-50,0,0,-200,0,-1250,0,-50,0,0,0,-150,0,0,0,0,0,-50,0,-250,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,-1250,-50,-50,-50,0,0,-200,0,0,0,0,0,0,0,0,-50,0,0,-150,-1250,0,-50,0,-50,0,0,0
"Subj_282",-200,-50,0,0,0,0,0,0,0,-1250,0,-50,0,-250,0,0,0,0,0,-250,0,0,0,0,0,-1250,0,-300,0,0,0,0,-1250,0,0,0,0,0,-50,0,0,-150,0,0,0,0,0,0,-350,0,0,0,0,0,-50,0,0,0,0,0,0,-250,0,-1250,0,0,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,-250,0,0,0,0,0,0,-50,0,-50,0,0,-300,-1250,0,0,0,0,0,0
"Subj_283",0,-300,-1250,0,0,0,0,0,0,0,0,0,-50,0,0,-350,0,0,-50,-50,0,0,0,-250,-50,0,0,0,0,0,0,0,-1250,-200,0,0,-150,-250,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,-1250,0,0,0,0,0,0,-50,-350,-250,-150,0,-300,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,0,-50,0,-250,0,0,0,0,0,0,0,-200
"Subj_284",0,0,-350,-1250,0,0,0,0,-300,0,0,0,0,0,0,-50,-150,0,-50,0,0,-250,0,-250,0,-50,0,0,0,0,0,-50,0,-50,-200,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,-250,0,0,0,0,-300,0,0,-1250,-50,0,0,0,0,0,-50,0,0,0,0,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-50,-250,0,0,-1250,0,0,0,0,0,-200,0,0,0
"Subj_285",-50,0,0,0,0,0,-50,-300,0,0,0,0,-1250,0,0,0,0,0,0,-200,0,0,0,0,-1250,0,0,0,0,0,0,0,-250,-50,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,-250,0,0,-50,0,0,0,0,0,-50,0,0,0,0,-250,0,0,0,0,-50,-50,0,0,0,0,-50,0,-50,0,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-250,0
"Subj_286",-150,0,0,0,0,0,0,0,-1250,0,0,-350,-50,0,0,0,0,0,0,0,-250,0,0,0,-1250,-50,0,0,0,-300,-200,0,0,-50,0,-50,-50,-50,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,-250,0,0,0,0,0,0,0,-200,0,-250,0,0,0,0,0,-1250,0,0,0,0,-1250,-50,-50,0,0,0,0
"Subj_287",0,-50,0,0,-250,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,-1250,0,0,0,0,0,0,0,-250,0,0,0,0,0,-250,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0
"Subj_288",0,0,-50,0,-300,0,0,0,0,0,0,0,0,-1250,-1250,0,-350,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,-50,0,0,-1250,0,-150,0,0,0,0,-50,0,0,0,-200,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,-1250,0,0,0,-1250,0,0,0,0,0,0,0,0,0,0,-50,-50,-250,0,0,-300,0,0,0,0,0,-250,0,0,-1250,-200,0,-350,-150,-300
"Subj_289",0,-250,0,-300,0,0,0,0,0,0,0,-50,0,0,-50,-50,-50,-50,-50,-50,0,0,-50,-50,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-50,0,-50,0,0,0,0,0,-50,0,0,-250,-50,-50,-50,0,0,0,0,0,0,0,0,-200,0,0,-50,-50,0,0,0,0,0,0,0,0,0,-50,-50,0,-50,0,0,-1250,0,-150,0,-50,-50,0,-250,0,0,0,0,0,0,-250,-350,0,0
"Subj_290",-1250,0,0,0,0,0,0,-200,0,0,0,0,0,-50,0,-300,0,0,0,-250,0,0,0,-50,0,0,-150,0,0,-50,-50,0,-50,-250,-350,0,-50,0,0,0,0,-1250,-50,0,0,0,0,0,-250,-150,0,0,0,0,-50,0,0,0,0,0,-300,0,0,0,0,0,0,-50,0,0,0,0,0,-350,0,0,-1250,-50,0,-250,0,0,-200,0,0,-50,0,0,-250,0,-350,0,0,0,0,0,0,-200,0,0
"Subj_291",-1250,-350,-50,0,0,0,0,0,0,-250,0,-50,0,-250,0,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-1250,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,0,0,0,-250,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-50,0,0,0,0,0,0,0,-250,0,0,-50,0,0,0,0,-250,0,0,0,0,0,0,0
"Subj_292",0,0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,-300,0,0,-50,0,-200,0,0,0,0,0,0,0,-1250,-250,0,-350,0,0,-50,0,0,0,0,-1500,-50,-350,0,0,0,0,0,-50,0,0,0,-250,0,-1750,0,0,0,-250,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,-2250,-200,0,0,0,0,0,0,0,0,0,0,0,0,-2500,0,-300,0,0
"Subj_293",0,0,0,-150,0,0,0,0,0,0,0,0,-50,0,0,0,-300,0,0,0,0,0,0,-50,0,0,-250,0,-200,0,0,0,0,0,0,0,0,-50,0,-250,0,-350,0,0,-350,0,-1250,-275,0,0,0,-250,0,-200,0,0,0,-300,-150,0,-250,0,0,-1500,0,0,-50,0,0,-50,0,0,0,-25,-250,0,0,-300,0,0,-300,0,0,-75,0,0,0,0,0,-350,0,0,-325,0,-1750,-200,0,0,0,-250
"Subj_294",0,0,0,0,0,0,0,0,0,0,-50,-150,0,0,0,0,0,0,0,-50,0,-300,0,0,0,0,0,0,-1250,-200,-50,0,0,0,0,-250,0,0,-250,0,0,0,0,-50,0,-1500,0,-350,-50,0,0,0,0,0,0,0,-275,0,0,-25,0,-350,0,-75,0,0,0,0,0,0,0,0,0,0,-300,0,0,0,-250,0,0,0,-25,-325,0,0,-1750,0,-200,0,0,0,0,0,0,-25,0,0,0,-350
"Subj_295",0,0,0,0,0,0,-150,0,0,0,0,0,0,-1250,0,0,0,0,-300,0,-50,0,-200,0,0,-50,0,0,0,0,-50,-250,0,0,-50,0,0,-350,0,0,-50,0,-250,0,-25,0,0,0,-75,-350,0,0,-25,0,0,0,0,0,0,0,-275,0,-25,0,0,0,0,0,0,0,-75,0,-300,0,-50,-250,0,0,0,0,0,0,-325,-25,-200,0,0,0,0,-50,0,0,0,-25,0,0,0,-350,0,0
"Subj_296",0,0,0,0,0,0,-150,0,0,0,0,0,-50,0,0,0,0,0,-300,-1250,0,0,-200,0,0,-50,0,0,0,0,0,0,0,0,0,-1500,0,-250,0,0,-50,0,-250,-350,0,0,-50,0,0,0,0,0,-50,0,0,0,0,-275,0,0,0,-350,0,-1750,0,0,-250,0,0,-200,0,-25,0,0,-75,0,0,0,0,0,0,0,-300,0,-300,-150,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0
"Subj_297",0,0,-150,0,-300,0,0,-50,0,0,0,0,0,-50,0,0,-200,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,-50,0,0,-250,-250,-50,0,0,0,0,0,-25,-75,0,0,0,-350,-25,0,-25,-75,0,0,0,0,0,-275,0,0,0,0,-50,0,-25,0,0,0,-50,-25,-50,0,0,0,0,-25,-75,-50,-25,0,-300,0,0,-25,-25,-25,0,-75,0,0,0,-25,-50,0,-325,0,0,0,-75
"Subj_298",0,0,-150,0,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,0,-300,0,-50,0,0,0,-1500,0,0,0,-250,0,0,0,0,-50,0,-200,0,-250,-350,0,0,0,0,0,0,-1750,0,-50,-50,0,-25,0,-350,0,-250,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,-2250,0,0,0
"Subj_299",0,0,0,0,0,0,-150,0,0,0,0,0,0,-50,0,0,0,-1250,0,-50,0,0,0,0,0,0,0,0,0,-250,0,0,-50,-300,0,0,0,-50,-50,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-25,0,-300,-75,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,0,0,-25,0,-350,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,-375,0,0,-25,-75,0,-50
"Subj_300",0,0,-150,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,0,0,0,-250,0,-300,0,0,0,0,0,0,0,-50,0,0,-200,0,0,0,0,0,0,-275,0,0,0,0,0,-250,0,-1500,0,-50,0,0,0,0,-50,0,-300,-350,0,0,0,0,0,0,-50,0,0,-350,-325,0,0,-25,0,0,0,-75,0,0,0,0,0,0,0,0,-250,-350,0,0,0,0,-200,0,0,0,-25
"Subj_301",0,0,-50,0,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,0,-50,-300,0,-200,0,0,0,0,-250,-350,0,0,-250,0,0,0,0,-50,0,0,0,0,-350,-50,0,-25,0,0,-250,0,0,-75,0,-25,0,0,0,0,-25,-1250,0,-275,0,0,0,0,0,0,0,-75,0,-50,0,-200,0,-300,-150,-250,0,-250,-300,0,-350,0,-200,-250,-150,-250,0,-350,0,-300,0,0,0,0,0,-25,0,-50,-25
"Subj_302",0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,0,0,0,-250,0,-50,0,-50,0,-50,-50,0,0,-25,-75,0,-25,0,-25,-75,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-25,-25,-25,-25,-75,-25,-50,-75,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0
"Subj_303",0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-150,0,0,0,0,0,0,-300,-250,0,-50,0,-200,0,0,0,-50,0,-50,0,0,-250,0,0,0,-350,0,-350,0,0,0,-50,0,-250,0,0,-1250,-200,-25,-75,0,0,0,-300,-150,0,0,0,-25,0,-25,-75,-250,-275,0,0,0,-50,0,-250,-300,-1500,0,0,0,0,0,-25,0,0,0,0,0,0,-300,-350,0,0,0,0,0,-50,0,0,0,0
"Subj_304",0,0,-150,0,0,0,0,0,0,0,0,0,0,0,-300,-1250,0,-50,0,0,0,0,0,0,0,0,0,-250,0,-200,0,-50,0,-50,0,-50,0,-250,-50,-350,0,0,0,0,0,0,0,0,0,-275,0,0,0,-1500,0,0,0,0,0,0,-25,-350,0,0,0,0,0,0,0,-75,0,0,0,-250,0,0,-25,-1750,0,-300,-25,-200,-75,0,-300,0,-50,0,0,0,-25,0,-50,-25,-50,0,-25,-75,0,0
"Subj_305",0,0,0,0,0,0,-150,0,0,0,0,0,0,-1250,0,-50,0,0,0,0,0,0,-50,0,-50,0,0,0,0,-300,0,-50,0,-50,0,-250,-25,-75,-200,0,-25,0,-25,-75,0,0,-50,0,-25,0,-50,-25,-50,0,-25,-75,-250,-350,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-25,-25,-25,-25,-75,-25,-50,-75,0,0,0,0,0,0,0,0,0,-275,0
"Subj_306",0,0,-150,0,0,0,0,0,0,0,0,-1250,0,0,-50,0,0,0,0,0,0,0,0,0,-250,0,0,-300,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,0,0,-200,-300,0,0,0,0,0,0,0,-325,0,-250,-50,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,-350,0,0,0,-1750,0,-350,0,-250
"Subj_307",0,0,0,0,0,0,-50,0,0,0,0,0,-150,0,0,0,0,0,-1250,0,0,0,0,-300,0,-1500,0,0,0,0,0,-250,0,-50,0,-50,0,-50,-50,0,-25,0,0,-75,0,0,0,-25,0,-25,-75,0,-200,0,0,-50,0,0,0,-25,0,-50,0,0,-250,-25,-50,0,0,-350,-25,-75,-50,-25,0,-25,0,-25,-25,0,-75,-25,-50,-75,-350,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-25,0,-25
"Subj_308",0,0,-150,0,0,0,0,-300,0,0,-200,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-1250,-250,-50,-350,0,0,0,0,0,-350,-50,0,0,0,0,0,0,-250,0,-250,-1500,-200,-50,0,-50,0,0,-300,0,0,-25,-75,0,0,0,0,0,0,0,0,0,-275,0,-150,0,-25,0,-25,0,0,0,-75,0,-250,0,0,0,-50,0,0,0,-300,0,-25,0,0,-50,0,-25,0,0,-50,0,-25,0
"Subj_309",0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,-250,0,0,0,0,-50,0,-150,0,0,0,0,0,0,0,0,-275,-50,0,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,-50,-300,-50,0,0,-25,-75,0,0,-25,0,0,-25,-75,0,-50,0,-25,0,-50,-25,-50
"Subj_310",0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,-1250,0,0,0,0,-1500,0,0,0,0,0,0,-300,0,0,0,0,-50,0,0,-50,0,-200,0,0,0,-1750,0,0,-250,0,-50,0,0,0,-250,0,-50,0,-25,0,-350,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-275,0,-25,0,0,0,-250,-2000,0,-25,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subj_311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,0,0,-150,0,0,0,0,0,0,0,0,-300,0,-200,0,0,0,-275,-250,-350,0,0,0,0,0,-50,0,0,0,0,-350,0,0,-50,0,0,0,-300,0,0,0,0,0,-325,-250,-200,0,-300,-150,-250,0,0,-50,0,0,-50,0,-50,0,0,0,0,-25,-75,0,-25,0,0,0,0,0,-25,-75,-350,0,0,0,0,0,0,0,-50,0,-25
"Subj_312",0,0,0,0,0,0,-50,0,0,0,-150,0,0,0,0,0,0,0,0,0,-1250,-50,0,0,0,0,-300,0,0,-250,0,0,-50,-200,0,0,0,0,0,0,-50,0,0,0,-250,-350,0,-350,0,-250,0,-50,0,0,-1500,-25,-200,0,0,0,-300,-75,0,0,0,0,-150,-25,-275,-250,0,0,0,0,-25,-75,0,-50,-250,0,-25,0,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,0,-50
"Subj_313",0,0,0,0,0,0,0,-150,0,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,0,-250,-50,0,0,-200,0,-50,0,0,0,0,0,-250,0,-1500,-50,0,0,0,0,0,0,-50,0,0,-275,-50,-350,0,0,0,0,-25,-75,0,-25,0,0,-350,0,0,0,0,0,0,0,0,-300,-25,0,0,0,-75,-250,0,0,0,0,-200,0,0,-50,-325,0,0,0,-300,0,-1750,-150,-250,0,0,-25
"Subj_314",0,0,0,0,0,0,0,0,-150,0,0,0,0,0,-50,0,0,0,-1250,0,-300,0,0,0,0,0,0,0,0,0,-250,0,0,-200,0,-250,0,0,0,0,0,0,0,0,0,-275,0,0,0,0,0,0,0,0,-300,0,0,0,0,0,-325,0,0,0,0,0,0,0,0,0,-350,0,0,0,0,0,0,0,0,0,0,0,0,-375,0,0,-1500,-50,0,-50,0,-50,-50,0,-25,-75,0,-25,0,-25
"Subj_315",0,0,0,0,-150,0,0,0,0,0,0,-300,0,-50,0,0,0,0,0,0,-50,-200,0,0,0,0,-250,0,0,-50,0,-1250,-350,0,-350,0,0,0,-50,0,0,0,0,-1500,0,-250,-200,0,-50,-250,0,0,0,0,0,0,0,0,0,-25,-75,0,0,0,-1750,-300,-150,0,-25,0,-250,0,0,0,0,-25,0,0,-75,0,0,0,0,-50,0,0,0,0,-25,-2000,0,0,-250,0,0,0,-50,-300,0,-25
"Subj_316",0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,-250,0,-50,-150,0,0,-50,0,-50,-50,0,0,0,-25,-75,0,0,0,-25,0,0,-25,-1250,-75,0,0,-50,0,0,-25,-300,0,-50,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,0,-25,-50,-75,-25,0,-25,-25,-25,-25,-75,-25,-50,-75,-25,-25,-25,-25,-25,-25,-75,-25,-50,-75,0,0,0,0,0,0,0,0,0,-275,-200,0,0,0
"Subj_317",0,0,0,0,0,-50,0,0,0,0,0,-150,0,0,0,0,0,-1250,-50,0,-300,0,0,0,0,-200,0,-50,0,0,0,0,0,-250,0,0,-1500,0,0,-350,0,0,-50,0,-250,0,-350,0,0,-50,0,0,0,0,0,0,0,-25,0,-75,-250,-1750,0,-25,0,0,0,0,0,-200,0,0,-25,-75,0,0,0,0,0,-300,0,0,-275,-50,0,0,-150,0,0,-25,0,0,0,0,-250,0,0,-50,0,-25
"Subj_318",0,0,0,0,0,0,0,0,-150,-50,0,0,0,0,0,0,-300,-50,0,0,0,0,0,0,-200,-50,0,0,0,0,0,0,-250,-50,-1250,0,-50,0,-350,0,-250,0,0,0,0,-25,-350,0,0,-75,-1500,0,0,-250,0,0,0,0,-25,0,0,0,0,0,-25,0,0,-75,0,-1750,-200,0,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,-50,0,0,-275,0,-300,0,0,0,0,0,0,0
"Subj_319",0,0,0,0,0,-150,0,0,0,0,0,0,-300,0,-50,0,0,-200,0,0,0,-50,0,0,0,0,0,-50,0,-250,0,-1250,0,0,0,-350,0,0,-50,0,0,-250,0,-350,-50,0,-1500,-250,0,0,0,0,-200,0,-25,0,0,0,0,-75,-300,0,-150,0,-25,0,0,0,0,-1750,0,0,-25,0,0,0,-75,0,0,-275,0,0,-250,0,0,-50,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0
"Subj_320",0,0,-150,0,0,0,0,0,0,0,0,0,-50,-300,0,0,0,-50,0,0,-200,0,0,0,0,0,-50,-250,0,-1250,0,0,0,-350,0,0,-50,-50,0,0,0,0,0,-350,0,-250,-1500,-25,-75,0,0,0,0,0,-250,0,-25,0,-200,0,0,0,0,0,0,0,-300,-150,0,-1750,0,0,0,-25,-75,0,0,0,0,-250,-50,0,-275,0,0,-250,0,0,0,-25,0,0,-50,-300,0,0,0,0,0,0
"Subj_321",0,0,0,0,0,0,0,0,-150,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-250,-1250,0,0,-50,-300,0,0,0,0,0,0,-50,-200,0,0,0,0,-50,0,0,0,-250,-50,-1500,0,0,0,-350,0,-25,0,0,0,0,0,0,-75,-350,0,-275,0,-25,0,0,-1750,0,-250,0,0,0,0,0,-200,0,-25,0,0,0,0,0,0,0,0,0,0,-2000,0,-75,0,0,-300,0,0,0,0,0
"Subj_322",0,0,0,0,0,0,0,-150,-50,0,0,0,0,0,0,-1250,0,0,0,-300,0,0,-50,0,0,-200,0,0,0,0,-50,-1500,0,-250,0,0,0,-50,0,0,-50,-350,0,0,0,-25,0,-75,0,0,0,-25,-250,0,0,0,-350,0,-25,0,0,0,0,-75,-250,-1750,0,0,0,0,-200,-50,0,0,0,0,-300,0,-25,0,-150,0,0,0,-250,0,-50,0,0,0,-275,0,0,-25,0,0,-50,0,-250,0
"Subj_323",0,0,0,0,0,0,0,0,-50,-150,0,0,0,0,0,0,0,0,0,-300,0,0,0,-50,0,0,-200,-1250,0,0,0,0,0,0,0,-50,-250,-250,0,0,-350,0,-1500,0,0,0,-50,0,0,0,-350,0,0,-50,0,0,0,0,0,0,-250,-25,-75,0,-200,0,0,-275,0,0,-1750,0,-300,0,-25,0,0,0,0,0,-150,0,0,0,0,0,0,-250,0,0,0,0,-25,-300,0,0,0,0,0,-2000
"Subj_324",0,0,0,0,0,0,0,0,0,0,0,-50,0,-150,0,0,0,0,0,0,-50,-300,0,0,0,0,0,0,-50,-1250,-200,0,0,0,0,-250,0,-250,-50,0,0,0,-50,0,-25,0,-350,0,0,-1500,0,0,-75,0,0,0,0,-350,-25,0,0,0,0,0,-250,0,-25,0,0,-75,0,0,-275,-200,0,-300,-150,-1750,0,-50,0,0,0,-25,0,0,0,0,-50,0,-25,0,-50,0,0,0,0,0,-25,-75
"Subj_325",0,0,-150,0,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,-250,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,-200,0,-275,0,0,0,0,-50,0,0,0,-1250,0,-50,0,0,0,0,-50,-250,0,0,0,0,-300,-350,0,-25,0,0,0,0,-75,0,0,0,-25,-325,0,0,-25,0,-75,0,0,0,-50,0,0,0,-25,0,0,0,-50,0,-25,-350,-50,-1500,0,0,-25,-75
"Subj_326",0,0,0,0,0,0,-150,0,0,0,0,0,0,0,0,0,-1250,0,0,-300,0,-50,0,0,0,0,0,0,0,-1500,-50,0,0,0,-250,0,-200,0,0,0,0,0,0,-50,0,0,-50,0,0,0,0,0,0,-50,0,0,-275,0,0,0,-25,0,0,0,-75,0,0,0,-300,-1750,0,0,0,0,-25,0,0,-250,0,-325,0,0,0,-25,-75,0,0,0,0,0,0,-50,0,0,0,-25,0,-350,-50,-25
"Subj_327",0,0,-150,0,0,0,0,0,0,0,0,-50,0,0,-300,0,0,0,-50,0,0,0,0,0,-50,0,-200,-1250,0,0,0,-50,0,0,-250,0,-250,0,-50,0,0,0,0,-350,0,0,-1500,0,-350,0,0,0,0,0,0,0,0,-25,0,0,-1750,-250,0,0,-75,0,0,0,0,0,-25,0,0,0,0,-275,-200,0,0,0,-25,0,-75,0,0,0,0,0,0,0,-50,-2000,0,0,0,0,0,0,0,-25
"Subj_328",0,0,0,0,0,0,-50,0,0,-150,0,-300,-50,0,0,0,0,0,-200,0,0,0,-50,0,0,-250,-350,0,-350,0,0,0,0,0,0,-50,-1250,0,-50,0,0,0,0,-250,0,-25,0,-200,0,-75,-250,0,-1500,-25,0,0,0,0,0,-300,0,-25,-150,-250,0,0,0,-75,-250,0,0,-300,0,0,0,-350,0,-200,-50,-250,0,0,0,-25,-150,-1750,0,-250,0,0,0,0,-50,-350,-200,-250,-250,-150,0,-150
"Subj_329",0,0,0,0,-50,0,0,0,0,0,0,0,-250,0,0,0,0,0,-150,0,0,0,0,0,0,0,-50,0,-300,0,0,0,-50,0,-1250,0,0,0,0,-50,0,0,0,0,-1500,-200,0,-50,0,0,-275,0,0,0,0,0,0,-1750,0,0,0,-250,0,0,0,-25,0,-350,0,-75,0,0,0,0,0,0,-350,0,-25,0,0,0,0,0,0,-300,0,0,0,-2000,-250,0,-25,0,0,-200,0,0,-75,0
"Subj_330",0,0,-50,0,0,0,0,0,0,0,-50,0,0,0,0,-150,0,0,0,0,-50,0,0,0,-300,0,-50,-50,0,0,0,-1250,0,-200,0,-25,0,-250,0,0,0,0,-250,0,0,-75,0,0,-350,0,0,0,-25,0,0,0,0,-25,0,0,-1500,-75,-275,-350,0,0,0,-50,0,0,-250,0,-25,0,-200,0,0,-50,0,0,0,-25,0,-50,0,0,0,0,-25,0,-300,-75,0,0,-300,-150,-1750,-50,0,-25
"Subj_331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250,-50,0,0,0,0,0,0,0,-150,0,-300,0,0,-50,0,-200,0,0,-1250,0,0,-50,0,0,-250,-350,0,0,0,0,0,-1500,-50,-50,0,-25,0,0,0,-75,0,0,-350,0,0,0,-25,0,-250,0,0,0,-1750,-275,0,-200,0,0,-300,0,-25,-75,0,-50,0,-25,0,0,0,0,0,0,0,0,0,-300,0,0,0,-150,-50,-250,0,0
"Subj_332",0,0,0,0,-150,0,0,0,0,0,-300,0,0,-50,0,0,-200,0,0,0,0,-50,0,0,0,0,0,-250,0,-250,0,0,-50,0,0,-1250,0,0,0,0,0,0,0,-50,0,-350,0,-50,-275,0,-25,-75,0,-25,0,-25,-75,0,-50,0,0,0,-25,0,0,-50,-350,-25,-50,0,-25,-75,-50,-25,0,-25,-25,-25,0,-75,-25,-50,-75,-25,0,-25,0,0,-25,-25,-25,-75,-25,-50,-75,-25,-25,0,-250,-25
"Subj_333",0,0,0,0,0,0,0,0,-150,-50,0,0,0,0,0,0,-300,0,0,0,0,-250,-50,0,-200,0,0,0,0,-250,0,-50,0,0,0,-350,0,0,0,0,0,0,0,-50,0,-350,-275,0,0,0,0,0,0,0,0,-300,0,0,0,-50,0,0,0,0,-250,0,-25,0,-325,-200,-1250,0,0,-75,0,0,-25,0,0,0,-25,0,-75,0,-300,0,0,0,-150,0,0,0,-50,0,-250,-350,0,0,0,-25
"Subj_334",0,0,0,0,0,-150,0,0,0,-50,0,0,0,0,-50,0,-300,0,0,0,0,0,0,0,0,0,0,-1250,-50,0,-200,0,-50,0,0,0,-250,0,-50,-250,0,0,-350,0,0,0,-1500,0,0,-25,0,0,-350,-75,0,0,0,-250,0,0,0,0,0,-1750,0,0,-200,-25,0,0,0,0,0,0,-25,0,-300,0,0,-75,-275,-150,-250,0,0,0,-50,0,0,-250,0,0,-25,0,-300,0,0,0,0,-2000
"Subj_335",0,0,0,0,0,0,0,0,0,-150,0,0,0,-1250,0,0,0,-300,0,0,-50,-200,0,0,0,0,0,0,-250,0,-50,-350,0,0,0,-1500,0,0,-350,0,0,0,-50,0,0,-250,0,0,-250,-200,0,-50,-50,0,0,0,-25,0,0,0,-300,0,-75,0,0,0,0,0,-25,-150,0,0,-1750,0,-25,-275,-250,0,-75,0,0,0,0,0,-50,-250,0,0,0,0,0,0,-25,0,-50,0,0,-300,0,-25
